,y,text,text_pt,contains_url,word_count,target,predictions
356,positive,Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,A capacidade de produção aumentará de 36.000 para 85.000 toneladas por ano e a matéria-prima continuará a ser papel e cartão reciclados.,False,22,2,positive
3113,neutral,Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,"Stichting Pensioenfonds ABP: 4 118 122 ações representativas de 5,19% do capital social e dos direitos de voto.",False,18,1,neutral
262,positive,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,"O lucro antes dos impostos aumentou para 0,6 milhões de euros de 0,4 milhões de euros no período correspondente em 2005.",False,21,2,positive
3248,neutral,The handset maker did not disclose any financial details .,O fabricante do aparelho não divulgou nenhum detalhe financeiro.,False,9,1,neutral
2112,neutral,"In 2009 , it reported net sales of approximately EUR 6mn .","Em 2009, registrou vendas líquidas de aproximadamente EUR 6 milhões.",False,10,1,neutral
4503,neutral,Rosen was cautious about being too optimistic inregard to the second half of the year .,Rosen estava cauteloso por não ser muito otimista em relação ao segundo semestre do ano.,False,15,1,negative
218,neutral,Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007 .,"O Incap estima que irá gerar uma receita de 10 milhões de euros (US $ 13,2 milhões) com suas operações na Índia em 2007.",False,24,1,neutral
3709,neutral,Rihko said the sale will enable the company to concentrate on its grain-based business .,Rihko disse que a venda permitirá que a empresa se concentre em seus negócios baseados em grãos.,False,17,1,positive
3564,neutral,Financing of the project will come mainly from China .,O financiamento do projeto virá principalmente da China.,False,8,1,neutral
1981,negative,"The liquidity providing was interrupted on May 11 , 2007 when Aspocomp Group Oyj 's shares traded below 0.50 cent ( Aspocomp 's stock exchange release 11.5.2007 ) .","O fornecimento de liquidez foi interrompido em 11 de maio de 2007, quando as ações do Aspocomp Group Oyj foram negociadas abaixo de 0,50 centavos (comunicado da Aspocomp na bolsa de valores de 11.5.2007).",False,34,0,negative
307,positive,"We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla .","Também fortalecemos nossa parceria existente com a Cybercom '', diz Teleste CTO Esko Myllyla.",False,14,2,positive
1011,neutral,"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .","Segundo Pietinalho, os médicos devem motivar seus pacientes que fumam cada vez que vão ao médico.",False,16,1,neutral
70,neutral,"- So , the sales growth of cars considerably influence on the tires market '' .","- Então, o crescimento das vendas de carros influencia bastante no mercado de pneus ''.",False,15,1,neutral
495,positive,Most of the increase in net sales was due to the acquisition of Swedish Silva that produces garden tools and boats .,"A maior parte do aumento nas vendas líquidas deveu-se à aquisição da sueca Silva, que produz ferramentas de jardim e barcos.",False,21,2,positive
4594,neutral,"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .","No podcast, Harple fornece informações detalhadas sobre a plataforma GyPSii, que pega a localização e informações demográficas de alguém para produzir um índice contextual do mundo ao seu redor.",False,29,1,neutral
3864,neutral,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,"O preço de subscrição por ação das ações subscritas com direitos de opção foi de 1,35 euros.",False,17,1,neutral
2841,neutral,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,COMPTEL CORPORATION Sami Ervio Presidente e CEO Distribuição: NASDAQ OMX Helsinki Principais mídias As soluções Comptel Dynamic OSS permitem que os provedores de serviços de telecomunicações forneçam serviços de maneira flexível e cobrem-nos com eficiência.,False,35,1,neutral
4056,positive,Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,"O lucro operacional excluindo custos de reestruturação cresceu para EUR 44,5 milhões de EUR 31,7 milhões, enquanto o lucro operacional incluindo custos de reestruturação mostrou um crescimento ainda maior para EUR 38,5 milhões de EUR 7,4 milhões.",False,37,2,positive
3891,neutral,The terms of the transactions remained undisclosed .,Os termos das transações permaneceram ocultos.,False,6,1,neutral
27,positive,"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .","O lucro operacional para o período de nove meses aumentou de EUR3,1 m e as vendas líquidas aumentaram de EUR 61,5 m, em comparação com o período correspondente em 2007.",False,30,2,positive
777,positive,Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .,"A Stora Enso possui 43% da Bergvik e ganha, portanto, SEK 1,5 bilhão com a valorização.",False,16,2,positive
2086,neutral,Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) reported on Friday ( 15 August ) an operating profit of EUR65 .0 m on net sales of EUR342 .9 m for the period January-June 2008 .,"A empresa internacional de aluguel de maquinário Ramirent Plc (OMX Helsinki: RMR1V), sediada na Finlândia, relatou na sexta-feira (15 de agosto) um lucro operacional de EUR65,0 milhões em vendas líquidas de EUR342,9 milhões no período de janeiro a junho de 2008.",False,41,1,neutral
694,negative,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .","A fornecedora finlandesa de soluções de fornecimento de energia e sistemas Efore Oyj disse que sua perda líquida aumentou para 3,2 milhões de euros, US $ 4,2 milhões, no primeiro trimestre do ano fiscal de 2006-2007, encerrado em 31 de outubro de 2007, de 900.000 euros, US $ 1,2 milhões, no mesmo período do ano fiscal de 2005-06 .",False,59,0,negative
3437,neutral,"With sales of $ 12.7 billion over the last twelve months ending October , 2010 and over 9,200 stores in 35 states , Dollar General is the nation 's largest small box discount retailer .","Com vendas de US $ 12,7 bilhões nos últimos doze meses encerrados em outubro de 2010 e mais de 9.200 lojas em 35 estados, a Dollar General é a maior varejista de pequenas caixas de desconto do país.",False,38,1,neutral
4433,positive,"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .","De acordo com Karhinen, a OP-Pohjola é uma empresa estimulante porque a cooperação trará grandes oportunidades para os clientes e para a própria empresa.",False,24,2,positive
2444,neutral,Finnish Bank of +_land will launch its long-term pension savings account at the beginning of June 2010 .,O Banco Finlandês de + _land lançará sua conta de poupança de pensão de longo prazo no início de junho de 2010.,False,22,1,neutral
891,positive,The company aims to maintain this trend in profitability during the current year .,A empresa pretende manter esta tendência de rentabilidade ao longo do ano em curso.,False,14,2,positive
3529,neutral,"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector .","A CapMan, empresa de capital privado sediada em Estocolmo, fechou pela primeira vez seu segundo fundo imobiliário de capital privado, enquanto continua sua investida no setor imobiliário.",False,27,1,positive
1421,neutral,"The total number of shares in the company will be 585,236,987 Innofactor group Innofactor offers its customers comprehensive solutions in the Microsoft environment .",O número total de ações da empresa será de 585.236.987. O grupo Innofactor Innofactor oferece a seus clientes soluções completas no ambiente Microsoft.,False,23,1,neutral
4102,negative,"Outokumpu 's steel mill in Tornio , in Finland , is the suspected source .","A siderúrgica da Outokumpu em Tornio, na Finlândia, é a fonte suspeita.",False,12,0,neutral
3750,neutral,"The bond , with a maturity of five years , is part of the bank 's domestic bond program .","O título, com vencimento em cinco anos, faz parte do programa de títulos domésticos do banco.",False,16,1,neutral
3784,neutral,The Company said that previously EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators .,"A empresa disse que anteriormente a EB entregou uma solução personalizada para a LG Electronics e agora a está disponibilizando comercialmente para outros fornecedores de terminais móveis, bem como para operadoras sem fio.",False,33,1,neutral
3492,neutral,"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .","A Ahlstrom, com sede em Helsinque, Finlândia, é uma empresa global envolvida no desenvolvimento, fabricação e comercialização de materiais à base de fibra de alto desempenho.",False,26,1,neutral
